symbol,company_name,exchange,sector,industry,currency,listing_date,created_at,updated_at
2222.SR,Saudi Arabian Oil Company,Tadawul,Energy,Oil & Gas Integrated,SAR,,2025-09-30 20:37:29.568083+03:00,2025-09-30 20:37:29.568083+03:00
1120.SR,Al Rajhi Banking and Investment Corporation,Tadawul,Financial Services,Banks - Regional,SAR,,2025-09-30 21:28:44.146231+03:00,2025-09-30 21:28:44.146231+03:00
7010.SR,Saudi Telecom Company,Tadawul,Communication Services,Telecom Services,SAR,,2025-09-30 21:28:48.409666+03:00,2025-09-30 21:28:48.409666+03:00
2381.SR,Arabian Drilling Company,Tadawul,Energy,Oil & Gas Drilling,SAR,,2025-09-30 21:50:27.497483+03:00,2025-09-30 21:50:27.497483+03:00
2382.SR,ADES Holding Company,Tadawul,Energy,Oil & Gas Drilling,SAR,,2025-09-30 21:50:31.814274+03:00,2025-09-30 21:50:31.814274+03:00
2380.SR,Rabigh Refining and Petrochemical Company,Tadawul,Energy,Oil & Gas Refining & Marketing,SAR,,2025-09-30 21:50:36.059720+03:00,2025-09-30 21:50:36.059720+03:00
4030.SR,The National Shipping Company of Saudi Arabia,Tadawul,Industrials,Marine Shipping,SAR,,2025-09-30 21:50:40.464966+03:00,2025-09-30 21:50:40.464966+03:00
2030.SR,Saudi Arabian Refineries Company,Tadawul,Industrials,Conglomerates,SAR,,2025-09-30 21:50:45.394819+03:00,2025-09-30 21:50:45.394819+03:00
1202.SR,Middle East Company for Manufacturing and Producing Paper,Tadawul,Basic Materials,Paper & Paper Products,SAR,,2025-09-30 21:50:49.649584+03:00,2025-09-30 21:50:49.649584+03:00
3007.SR,Zahrat Al Waha For Trading Company,Tadawul,Consumer Cyclical,Packaging & Containers,SAR,,2025-09-30 21:50:53.942355+03:00,2025-09-30 21:50:53.942355+03:00
1201.SR,Takween Advanced Industries,Tadawul,Consumer Cyclical,Packaging & Containers,SAR,,2025-09-30 21:50:58.290350+03:00,2025-09-30 21:50:58.290350+03:00
1322.SR,Al Masane Al Kobra Mining Company,Tadawul,Basic Materials,Other Precious Metals & Mining,SAR,,2025-09-30 21:51:02.766578+03:00,2025-09-30 21:51:02.766578+03:00
4143.SR,Al Taiseer Group TALCO Industrial Company,Tadawul,Basic Materials,Aluminum,SAR,,2025-09-30 21:51:07.101515+03:00,2025-09-30 21:51:07.101515+03:00
2150.SR,The National Company for Glass Industries,Tadawul,Consumer Cyclical,Packaging & Containers,SAR,,2025-09-30 21:51:11.355871+03:00,2025-09-30 21:51:11.355871+03:00
2180.SR,Filling and Packing Materials Manufacturing Company,Tadawul,Consumer Cyclical,Packaging & Containers,SAR,,2025-09-30 21:51:15.628349+03:00,2025-09-30 21:51:15.628349+03:00
2220.SR,National Metal Manufacturing and Casting Co.,Tadawul,Basic Materials,Steel,SAR,,2025-09-30 21:55:20.496544+03:00,2025-09-30 21:55:20.496544+03:00
2300.SR,Saudi Paper Manufacturing Company,Tadawul,Basic Materials,Paper & Paper Products,SAR,,2025-09-30 21:55:24.895564+03:00,2025-09-30 21:55:24.895564+03:00
1323.SR,United Carton Industries Company,Tadawul,Consumer Cyclical,Packaging & Containers,SAR,,2025-09-30 21:55:29.098398+03:00,2025-09-30 21:55:29.098398+03:00
3008.SR,Al Kathiri Holding Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:55:33.664266+03:00,2025-09-30 21:55:33.664266+03:00
1301.SR,United Wire Factories Company,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:55:38.138794+03:00,2025-09-30 21:55:38.138794+03:00
1320.SR,Saudi Steel Pipes Company,Tadawul,Basic Materials,Steel,SAR,,2025-09-30 21:55:42.520087+03:00,2025-09-30 21:55:42.520087+03:00
2090.SR,National Gypsum Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:55:47.029321+03:00,2025-09-30 21:55:47.029321+03:00
2200.SR,Arabian Pipes Company,Tadawul,Basic Materials,Steel,SAR,,2025-09-30 21:55:51.394785+03:00,2025-09-30 21:55:51.394785+03:00
2240.SR,Zamil Industrial Investment Company,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:55:55.756469+03:00,2025-09-30 21:55:55.756469+03:00
2360.SR,Saudi Vitrified Clay Pipe Company,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:56:00.350606+03:00,2025-09-30 21:56:00.350606+03:00
1210.SR,Basic Chemical Industries Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:56:04.625696+03:00,2025-09-30 21:56:04.625696+03:00
1211.SR,Saudi Arabian Mining Company (Ma'aden),Tadawul,Basic Materials,Other Industrial Metals & Mining,SAR,,2025-09-30 21:56:08.983849+03:00,2025-09-30 21:56:08.983849+03:00
1304.SR,Al Yamamah Steel Industries Company,Tadawul,Basic Materials,Steel,SAR,,2025-09-30 21:56:13.519704+03:00,2025-09-30 21:56:13.519704+03:00
1321.SR,East Pipes Integrated Company for Industry,Tadawul,Basic Materials,Steel,SAR,,2025-09-30 21:56:17.793124+03:00,2025-09-30 21:56:17.793124+03:00
2223.SR,Saudi Aramco Base Oil Company - Luberef,Tadawul,Energy,Oil & Gas Refining & Marketing,SAR,,2025-09-30 21:56:22.106624+03:00,2025-09-30 21:56:22.106624+03:00
2001.SR,Methanol Chemicals Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:56:26.608969+03:00,2025-09-30 21:56:26.608969+03:00
2010.SR,Saudi Basic Industries Corporation,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:56:31.152500+03:00,2025-09-30 21:56:31.152500+03:00
2020.SR,SABIC Agri-Nutrients Company,Tadawul,Basic Materials,Agricultural Inputs,SAR,,2025-09-30 21:56:35.523294+03:00,2025-09-30 21:56:35.523294+03:00
2060.SR,National Industrialization Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:56:39.865056+03:00,2025-09-30 21:56:39.865056+03:00
2170.SR,Alujain Corporation,Tadawul,Basic Materials,Specialty Chemicals,SAR,,2025-09-30 21:56:44.355027+03:00,2025-09-30 21:56:44.355027+03:00
2210.SR,Nama Chemicals Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:56:48.657222+03:00,2025-09-30 21:56:48.657222+03:00
2250.SR,Saudi Industrial Investment Group,Tadawul,Basic Materials,Specialty Chemicals,SAR,,2025-09-30 21:56:53.349929+03:00,2025-09-30 21:56:53.349929+03:00
2290.SR,Yanbu National Petrochemical Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:56:57.643313+03:00,2025-09-30 21:56:57.643313+03:00
2310.SR,Sahara International Petrochemical Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:57:02.384296+03:00,2025-09-30 21:57:02.384296+03:00
2330.SR,Advanced Petrochemical Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:57:07.061277+03:00,2025-09-30 21:57:07.061277+03:00
2350.SR,Saudi Kayan Petrochemical Company,Tadawul,Basic Materials,Chemicals,SAR,,2025-09-30 21:57:11.377159+03:00,2025-09-30 21:57:11.377159+03:00
3002.SR,Najran Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:15.723574+03:00,2025-09-30 21:57:15.723574+03:00
3003.SR,City Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:20.110460+03:00,2025-09-30 21:57:20.110460+03:00
3004.SR,Northern Region Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:24.380118+03:00,2025-09-30 21:57:24.380118+03:00
3010.SR,Arabian Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:28.681767+03:00,2025-09-30 21:57:28.681767+03:00
3020.SR,YAMAMA Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:32.994028+03:00,2025-09-30 21:57:32.994028+03:00
3030.SR,Saudi Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:37.376595+03:00,2025-09-30 21:57:37.376595+03:00
3040.SR,Qassim Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:41.794801+03:00,2025-09-30 21:57:41.794801+03:00
3050.SR,Southern Province Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:46.124728+03:00,2025-09-30 21:57:46.124728+03:00
3060.SR,Yanbu Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:50.504040+03:00,2025-09-30 21:57:50.504040+03:00
3080.SR,Eastern Province Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:54.797078+03:00,2025-09-30 21:57:54.797078+03:00
3090.SR,Tabuk Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:57:59.127080+03:00,2025-09-30 21:57:59.127080+03:00
3091.SR,Al Jouf Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:58:03.345174+03:00,2025-09-30 21:58:03.345174+03:00
3005.SR,Umm Al-Qura Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:58:07.763559+03:00,2025-09-30 21:58:07.763559+03:00
3092.SR,Riyadh Cement Company,Tadawul,Basic Materials,Building Materials,SAR,,2025-09-30 21:58:12.085842+03:00,2025-09-30 21:58:12.085842+03:00
1010.SR,Riyad Bank,Tadawul,Financial Services,Banks - Regional,SAR,,2025-09-30 22:20:48.739059+03:00,2025-09-30 22:20:48.739059+03:00
4142.SR,Riyadh Cables Group Company,Tadawul,Industrials,Electrical Equipment & Parts,SAR,,2025-09-30 21:58:16.468621+03:00,2025-09-30 21:58:16.468621+03:00
1214.SR,Al Hassan Ghazi Ibrahim Shaker Company,Tadawul,Technology,Electronics & Computer Distribution,SAR,,2025-09-30 21:58:20.823521+03:00,2025-09-30 21:58:20.823521+03:00
1212.SR,Astra Industrial Group Company,Tadawul,Industrials,Conglomerates,SAR,,2025-09-30 21:58:25.117611+03:00,2025-09-30 21:58:25.117611+03:00
1302.SR,Bawan Company,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:58:29.410004+03:00,2025-09-30 21:58:29.410004+03:00
2370.SR,Middle East Specialized Cables Company,Tadawul,Industrials,Electrical Equipment & Parts,SAR,,2025-09-30 21:58:33.712875+03:00,2025-09-30 21:58:33.712875+03:00
1303.SR,Electrical Industries Company,Tadawul,Industrials,Electrical Equipment & Parts,SAR,,2025-09-30 21:58:38.065727+03:00,2025-09-30 21:58:38.065727+03:00
2320.SR,Al-Babtain Power and Telecommunications Company,Tadawul,Industrials,Engineering & Construction,SAR,,2025-09-30 21:58:42.326741+03:00,2025-09-30 21:58:42.326741+03:00
2160.SR,The Saudi Arabian Amiantit Company,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:58:46.801000+03:00,2025-09-30 21:58:46.801000+03:00
2110.SR,Saudi Cable Company,Tadawul,Industrials,Electrical Equipment & Parts,SAR,,2025-09-30 21:58:51.117084+03:00,2025-09-30 21:58:51.117084+03:00
2040.SR,Saudi Ceramic Company,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:58:55.441184+03:00,2025-09-30 21:58:55.441184+03:00
4110.SR,Batic Investments and Logistics Company,Tadawul,Industrials,Conglomerates,SAR,,2025-09-30 21:58:59.906729+03:00,2025-09-30 21:58:59.906729+03:00
4140.SR,Saudi Industrial Export Company,Tadawul,Industrials,Integrated Freight & Logistics,SAR,,2025-09-30 21:59:04.124041+03:00,2025-09-30 21:59:04.124041+03:00
4145.SR,Al Obeikan Glass Company,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:59:08.724280+03:00,2025-09-30 21:59:08.724280+03:00
4144.SR,Raoom Trading Co.,Tadawul,Industrials,Building Products & Equipment,SAR,,2025-09-30 21:59:13.291397+03:00,2025-09-30 21:59:13.291397+03:00
4141.SR,Al-Omran Industrial Trading Company,Tadawul,Industrials,Conglomerates,SAR,,2025-09-30 21:59:17.630245+03:00,2025-09-30 21:59:17.630245+03:00
4270.SR,Saudi Printing and Packaging Co.,Tadawul,Industrials,Specialty Business Services,SAR,,2025-09-30 21:59:21.913611+03:00,2025-09-30 21:59:21.913611+03:00
1831.SR,Maharah for Human Resources Company,Tadawul,Industrials,Staffing & Employment Services,SAR,,2025-09-30 21:59:26.273387+03:00,2025-09-30 21:59:26.273387+03:00
1832.SR,Sadr Logistics Company,Tadawul,Industrials,Metal Fabrication,SAR,,2025-09-30 21:59:30.612417+03:00,2025-09-30 21:59:30.612417+03:00
6004.SR,CATRION Catering Holding Company,Tadawul,Industrials,Airports & Air Services,SAR,,2025-09-30 21:59:34.912181+03:00,2025-09-30 21:59:34.912181+03:00
1835.SR,Tamkeen Human Resources Company,Tadawul,Industrials,Staffing & Employment Services,SAR,,2025-09-30 21:59:39.125635+03:00,2025-09-30 21:59:39.125635+03:00
1833.SR,Almawarid Manpower Company,Tadawul,Industrials,Staffing & Employment Services,SAR,,2025-09-30 21:59:43.409773+03:00,2025-09-30 21:59:43.409773+03:00
1834.SR,Saudi Manpower Solutions Company,Tadawul,Industrials,Staffing & Employment Services,SAR,,2025-09-30 21:59:48.040454+03:00,2025-09-30 21:59:48.040454+03:00
4260.SR,United International Transportation Company,Tadawul,Industrials,Rental & Leasing Services,SAR,,2025-09-30 21:59:52.363428+03:00,2025-09-30 21:59:52.363428+03:00
4031.SR,Saudi Ground Services Company,Tadawul,Industrials,Airports & Air Services,SAR,,2025-09-30 21:59:56.692281+03:00,2025-09-30 21:59:56.692281+03:00
4261.SR,Theeb Rent A Car Company,Tadawul,Industrials,Rental & Leasing Services,SAR,,2025-09-30 22:00:00.982886+03:00,2025-09-30 22:00:00.982886+03:00
4262.SR,Lumi Rental Company,Tadawul,Industrials,Rental & Leasing Services,SAR,,2025-09-30 22:00:05.339713+03:00,2025-09-30 22:00:05.339713+03:00
4263.SR,SAL Saudi Logistics Services Co,Tadawul,Industrials,Integrated Freight & Logistics,SAR,,2025-09-30 22:00:09.606585+03:00,2025-09-30 22:00:09.606585+03:00
4264.SR,Flynas Company,Tadawul,Industrials,Airlines,SAR,,2025-09-30 22:00:13.854957+03:00,2025-09-30 22:00:13.854957+03:00
4040.SR,Saudi Public Transport Company,Tadawul,Industrials,Railroads,SAR,,2025-09-30 22:00:18.323264+03:00,2025-09-30 22:00:18.323264+03:00
2190.SR,Sustained Infrastructure Holding Company,Tadawul,Industrials,Marine Shipping,SAR,,2025-09-30 22:00:22.957587+03:00,2025-09-30 22:00:22.957587+03:00
4012.SR,Thob Al Aseel Company,Tadawul,Consumer Cyclical,Apparel Manufacturing,SAR,,2025-09-30 22:00:27.503149+03:00,2025-09-30 22:00:27.503149+03:00
2340.SR,Artex Industrial Investment Company,Tadawul,Consumer Cyclical,Textile Manufacturing,SAR,,2025-09-30 22:00:31.840426+03:00,2025-09-30 22:00:31.840426+03:00
4011.SR,L'azurde Company for Jewelry,Tadawul,Consumer Cyclical,Luxury Goods,SAR,,2025-09-30 22:00:36.166382+03:00,2025-09-30 22:00:36.166382+03:00
4180.SR,Fitaihi Holding Group,Tadawul,Consumer Cyclical,Luxury Goods,SAR,,2025-09-30 22:00:40.494645+03:00,2025-09-30 22:00:40.494645+03:00
2130.SR,Saudi Industrial Development Co.,Tadawul,Consumer Cyclical,"Furnishings, Fixtures & Appliances",SAR,,2025-09-30 22:00:44.843416+03:00,2025-09-30 22:00:44.843416+03:00
1213.SR,Naseej International Trading Company,Tadawul,Consumer Cyclical,"Furnishings, Fixtures & Appliances",SAR,,2025-09-30 22:00:49.151722+03:00,2025-09-30 22:00:49.151722+03:00
6002.SR,Herfy Food Services Company,Tadawul,Consumer Cyclical,Restaurants,SAR,,2025-09-30 22:00:53.493163+03:00,2025-09-30 22:00:53.493163+03:00
1810.SR,Seera Holding Group,Tadawul,Consumer Cyclical,Travel Services,SAR,,2025-09-30 22:00:58.043597+03:00,2025-09-30 22:00:58.043597+03:00
4170.SR,Tourism Enterprise Company (Shams),Tadawul,Consumer Cyclical,Resorts & Casinos,SAR,,2025-09-30 22:01:02.379701+03:00,2025-09-30 22:01:02.379701+03:00
1820.SR,BAAN Holding Group Company,Tadawul,Consumer Cyclical,Lodging,SAR,,2025-09-30 22:01:06.936919+03:00,2025-09-30 22:01:06.936919+03:00
6016.SR,Shatirah House Restaurant Co.,Tadawul,Consumer Cyclical,Restaurants,SAR,,2025-09-30 22:01:11.378837+03:00,2025-09-30 22:01:11.378837+03:00
6018.SR,Sport Clubs Company,Tadawul,Consumer Cyclical,Leisure,SAR,,2025-09-30 22:01:15.652414+03:00,2025-09-30 22:01:15.652414+03:00
6017.SR,Jahez International Company for Information Systems Technology,Tadawul,Consumer Cyclical,Internet Retail,SAR,,2025-09-30 22:01:19.931026+03:00,2025-09-30 22:01:19.931026+03:00
6013.SR,Development Works Food Company,Tadawul,Consumer Cyclical,Restaurants,SAR,,2025-09-30 22:01:24.261907+03:00,2025-09-30 22:01:24.261907+03:00
4290.SR,Al Khaleej Training and Education Company,Tadawul,Consumer Defensive,Education & Training Services,SAR,,2025-09-30 22:01:29.051228+03:00,2025-09-30 22:01:29.051228+03:00
1830.SR,Leejam Sports Company,Tadawul,Consumer Cyclical,Leisure,SAR,,2025-09-30 22:01:33.584125+03:00,2025-09-30 22:01:33.584125+03:00
4291.SR,National Company for Learning and Education,Tadawul,Consumer Defensive,Education & Training Services,SAR,,2025-09-30 22:01:37.929082+03:00,2025-09-30 22:01:37.929082+03:00
4292.SR,Ataa Educational Company,Tadawul,Consumer Defensive,Education & Training Services,SAR,,2025-09-30 22:01:42.260071+03:00,2025-09-30 22:01:42.260071+03:00
6014.SR,Alamar Foods Company,Tadawul,Consumer Cyclical,Restaurants,SAR,,2025-09-30 22:01:46.599905+03:00,2025-09-30 22:01:46.599905+03:00
6015.SR,Americana Restaurants International PLC,Tadawul,Consumer Cyclical,Restaurants,SAR,,2025-09-30 22:01:50.882899+03:00,2025-09-30 22:01:50.882899+03:00
6012.SR,Raydan Food Company,Tadawul,Consumer Cyclical,Restaurants,SAR,,2025-09-30 22:01:55.330942+03:00,2025-09-30 22:01:55.330942+03:00
4071.SR,Arabian Contracting Services Company,Tadawul,Communication Services,Advertising Agencies,SAR,,2025-09-30 22:01:59.610732+03:00,2025-09-30 22:01:59.610732+03:00
4072.SR,MBC Group Co.,Tadawul,Communication Services,Broadcasting,SAR,,2025-09-30 22:02:03.849729+03:00,2025-09-30 22:02:03.849729+03:00
4070.SR,"Tihama for Advertising, Public Relations and Marketing Company",Tadawul,Communication Services,Advertising Agencies,SAR,,2025-09-30 22:02:08.116736+03:00,2025-09-30 22:02:08.116736+03:00
4210.SR,Saudi Research and Media Group,Tadawul,Communication Services,Publishing,SAR,,2025-09-30 22:02:12.646348+03:00,2025-09-30 22:02:12.646348+03:00
4194.SR,Marketing Home Group Company for Trading Company,Tadawul,Industrials,Industrial Distribution,SAR,,2025-09-30 22:02:17.056807+03:00,2025-09-30 22:02:17.056807+03:00
4051.SR,Baazeem Trading Company,Tadawul,Industrials,Conglomerates,SAR,,2025-09-30 22:02:21.347500+03:00,2025-09-30 22:02:21.347500+03:00
4192.SR,Al-Saif Stores for Development & Investment Company,Tadawul,Consumer Cyclical,"Furnishings, Fixtures & Appliances",SAR,,2025-09-30 22:02:25.706941+03:00,2025-09-30 22:02:25.706941+03:00
4193.SR,Nice One Beauty Digital Marketing Company,Tadawul,Consumer Defensive,Household & Personal Products,SAR,,2025-09-30 22:02:30.242778+03:00,2025-09-30 22:02:30.242778+03:00
4008.SR,Saudi Company for Hardware SACO,Tadawul,Consumer Cyclical,Specialty Retail,SAR,,2025-09-30 22:02:34.683438+03:00,2025-09-30 22:02:34.683438+03:00
4191.SR,Abdullah Saad Mohammed Abo Moati for Bookstores Company,Tadawul,Consumer Cyclical,Specialty Retail,SAR,,2025-09-30 22:02:39.033790+03:00,2025-09-30 22:02:39.033790+03:00
4003.SR,United Electronics Company,Tadawul,Consumer Cyclical,Specialty Retail,SAR,,2025-09-30 22:02:43.286469+03:00,2025-09-30 22:02:43.286469+03:00
4050.SR,Saudi Automotive Services Company,Tadawul,Consumer Cyclical,Specialty Retail,SAR,,2025-09-30 22:02:47.696873+03:00,2025-09-30 22:02:47.696873+03:00
4190.SR,Jarir Marketing Company,Tadawul,Consumer Cyclical,Specialty Retail,SAR,,2025-09-30 22:02:51.984371+03:00,2025-09-30 22:02:51.984371+03:00
4200.SR,Aldrees Petroleum and Transport Services Company,Tadawul,Consumer Cyclical,Specialty Retail,SAR,,2025-09-30 22:02:56.225544+03:00,2025-09-30 22:02:56.225544+03:00
4240.SR,Fawaz Abdulaziz Al Hokair & Company,Tadawul,Consumer Cyclical,Apparel Retail,SAR,,2025-09-30 22:03:00.567320+03:00,2025-09-30 22:03:00.567320+03:00
4160.SR,Thimar Development Holding Company,Tadawul,Consumer Defensive,Farm Products,SAR,,2025-09-30 22:03:04.893955+03:00,2025-09-30 22:03:04.893955+03:00
4006.SR,Saudi Marketing Company,Tadawul,Consumer Cyclical,Department Stores,SAR,,2025-09-30 22:03:09.271334+03:00,2025-09-30 22:03:09.271334+03:00
4001.SR,Abdullah Al-Othaim Markets Company,Tadawul,Consumer Defensive,Grocery Stores,SAR,,2025-09-30 22:03:13.646406+03:00,2025-09-30 22:03:13.646406+03:00
4162.SR,Almunajem Foods Company,Tadawul,Consumer Defensive,Food Distribution,SAR,,2025-09-30 22:03:18.030778+03:00,2025-09-30 22:03:18.030778+03:00
4164.SR,Nahdi Medical Company,Tadawul,Healthcare,Pharmaceutical Retailers,SAR,,2025-09-30 22:03:22.308456+03:00,2025-09-30 22:03:22.308456+03:00
4163.SR,Al-Dawaa Medical Services Company,Tadawul,Healthcare,Pharmaceutical Retailers,SAR,,2025-09-30 22:03:26.709437+03:00,2025-09-30 22:03:26.709437+03:00
4161.SR,BinDawood Holding Company,Tadawul,Consumer Defensive,Grocery Stores,SAR,,2025-09-30 22:03:31.145414+03:00,2025-09-30 22:03:31.145414+03:00
4061.SR,Anaam International Holding Group Company,Tadawul,Consumer Defensive,Food Distribution,SAR,,2025-09-30 22:03:35.574374+03:00,2025-09-30 22:03:35.574374+03:00
6001.SR,Halwani Bros. Co. Ltd.,Tadawul,Consumer Defensive,Packaged Foods,SAR,,2025-09-30 22:03:39.799640+03:00,2025-09-30 22:03:39.799640+03:00
